4.349164,0.07888164,1.581262,1.278912,2.293,0.5285125,3.953617,0.07730068,3.004737,0.1853623
4.270115,0.07888164,1.502215,1.263103,2.293,0.5285125,3.874569,0.06625861,3.004737,0.1853623
4.270115,0.07888164,1.344119,1.247355,2.134904,0.5206078,3.874569,0.08045644,2.925689,0.1814253
4.111712,0.07730068,1.344119,1.231545,2.134904,0.5206078,3.795521,0.07414493,2.767594,0.1814253
4.032665,0.07414493,1.186024,1.215736,2.055856,0.5127338,3.716474,0.07257013,2.767594,0.1774729
4.032665,0.07572588,1.027928,1.215736,1.976809,0.5127338,3.637426,0.06310285,2.767594,0.1735359
3.953617,0.07098917,1.186024,1.184178,1.897761,0.5048597,3.558378,0.06467765,2.53045,0.1735359
3.874569,0.07257013,1.027928,1.168369,1.818713,0.5048597,3.558378,0.06783341,2.451095,0.1735359
3.874569,0.06941437,0.9488804,1.152621,1.739665,0.4969549,3.479331,0.06783341,2.451095,0.1695835
3.795521,0.06783341,0.9488804,1.121001,1.581262,0.4969549,3.400283,0.06467765,2.372047,0.1695835
3.716474,0.07098917,0.9488804,1.105253,1.581262,0.489081,3.320928,0.05679134,2.293,0.1656465
3.716474,0.07098917,0.7904774,1.089444,1.502215,0.4811762,3.320928,0.0615219,2.213952,0.1656465
3.558378,0.06783341,0.7114297,1.057886,1.344119,0.4733022,3.162832,0.06310285,2.134904,0.1616941
3.400283,0.06783341,0.7904774,1.042077,1.265071,0.4733022,3.083785,0.05521653,2.055856,0.1616941
3.479331,0.06625861,0.6323819,1.010519,1.186024,0.4653974,3.162832,0.05994709,1.976809,0.1577571
3.400283,0.06783341,0.6323819,0.9789001,1.186024,0.4575234,3.004737,0.07098917,1.976809,0.1616941
3.320928,0.06310285,0.5533342,0.9630906,1.027928,0.4496186,2.846641,0.05837229,1.818713,0.1498677
3.320928,0.05837229,0.5533342,0.931533,0.8698327,0.4417446,2.925689,0.05206078,1.66031,0.1538047
3.162832,0.06310285,0.3952387,0.8999754,0.7904774,0.4338398,2.767594,0.05837229,1.66031,0.1538047
3.004737,0.05837229,0.3952387,0.8683563,0.7114297,0.4259658,2.767594,0.05206078,1.502215,0.1498677
2.925689,0.05679134,0.3952387,0.8526082,0.7114297,0.418061,2.609498,0.04732407,1.344119,0.1459307
2.925689,0.05206078,0.316191,0.8209891,0.6323819,0.4022822,2.609498,0.05047982,1.344119,0.1419783
2.846641,0.05994709,0.2371432,0.7894316,0.5533342,0.3865035,2.53045,0.05206078,1.186024,0.134089
2.767594,0.05047982,0.1580955,0.757874,0.4742864,0.3786294,2.451095,0.04890501,1.106976,0.1380413
2.767594,0.05521653,0.1580955,0.7262549,0.4742864,0.3628507,2.372047,0.04732407,0.9488804,0.134089
2.688546,0.05206078,0.1580955,0.6946974,0.3952387,0.3549766,2.213952,0.04732407,0.8698327,0.1301519
2.53045,0.05047982,0.07904774,0.6631398,0.3952387,0.3391978,2.213952,0.04890501,0.7904774,0.1301519
2.53045,0.05047982,0,0.6315207,0.316191,0.3155143,2.213952,0.03786294,0.7114297,0.1183102
2.372047,0.0441683,0,0.5999631,0.2371432,0.2997355,2.055856,0.0425935,0.5533342,0.1183102
2.372047,0.0441683,-0.1580955,0.5684055,0.2371432,0.2918615,1.976809,0.03943775,0.4742864,0.1183102
2.293,0.04732407,-0.2371432,0.5210384,0.1580955,0.2681779,1.818713,0.04101255,0.5533342,0.1064838
2.293,0.0425935,-0.316191,0.4894193,0.1580955,0.2524299,1.818713,0.02839567,0.4742864,0.1064838
2.134904,0.03943775,-0.3952387,0.4578617,0,0.2287463,1.818713,0.03470718,0.316191,0.09859435
1.976809,0.03943775,-0.4742864,0.4263041,0,0.2129675,1.66031,0.03628199,0.2371432,0.09465735
1.976809,0.03628199,-0.4742864,0.394685,-0.07904774,0.1971887,1.581262,0.02839567,0.316191,0.08676796
1.897761,0.03786294,-0.4742864,0.3473179,-0.07904774,0.1735359,1.502215,0.02839567,0.2371432,0.07887856
1.818713,0.03470718,-0.6323819,0.3157603,-0.07904774,0.1498524,1.423167,0.02681471,0.1580955,0.07098917
1.739665,0.03470718,-0.6323819,0.2842028,-0.1580955,0.1261996,1.186024,0.02523991,0,0.05914739
1.66031,0.02839567,-0.7904774,0.2368356,-0.316191,0.1025468,1.106976,0.02208415,0,0.04732098
1.581262,0.02523991,-0.7904774,0.2052165,-0.2371432,0.07886319,1.106976,0.02523991,0.07904774,0.03943159
1.423167,0.02523991,-0.8698327,0.173659,-0.316191,0.05521039,1.027928,0.02365896,0,0.0236528
1.265071,0.02208415,-0.9488804,0.1421014,-0.3952387,0.03152682,0.7904774,0.01735359,-0.07904774,0.0118264
1.186024,0.02365896,-0.8698327,0.09473425,-0.4742864,0,0.6323819,0.01104208,-0.1580955,-0.007874015
1.027928,0.0205032,-1.027928,0.04736713,-0.4742864,-0.0236528,0.6323819,0.007886319,-0.1580955,-0.0197158
0.7904774,0.01735359,-1.106976,0.01574803,-0.5533342,-0.05521039,0.5533342,0.01419783,-0.1580955,-0.03943159
0.7904774,0.02365896,-1.186024,-0.01574803,-0.5533342,-0.07886319,0.3952387,0.01261688,-0.2371432,-0.051258
0.7114297,0.01735359,-1.186024,-0.06311516,-0.7114297,-0.1104208,0.316191,0.006305364,-0.3952387,-0.07887856
0.6323819,0.01577264,-1.265071,-0.09473425,-0.7904774,-0.1419784,0.2371432,0.00473056,-0.4742864,-0.09070496
0.4742864,0.009461121,-1.344119,-0.1421014,-0.7904774,-0.1656312,0.2371432,0.007886319,-0.4742864,-0.1064838
0.3952387,0.007886319,-1.344119,-0.173659,-0.8698327,-0.1971887,0.07904774,0.01261688,-0.5533342,-0.1143731
0.316191,0.006305364,-1.581262,-0.2210261,-0.8698327,-0.2287463,0,0.003149606,-0.6323819,-0.1261996
0.316191,0.007886319,-1.66031,-0.2525837,-0.8698327,-0.2524299,0,0,-0.8698327,-0.134089
0.1580955,0.00473056,-1.739665,-0.2842028,-1.027928,-0.2839567,-0.07904774,0.003149606,-1.027928,-0.1380413
0.07904774,0.00473056,-1.818713,-0.3315699,-1.106976,-0.3155143,-0.1580955,-0.006305364,-1.186024,-0.1419783
0,0.001574803,-1.739665,-0.378937,-1.186024,-0.3470719,-0.3952387,-0.007886319,-1.265071,-0.1459307
-0.07904774,0.00473056,-1.976809,-0.4104946,-1.186024,-0.3786294,-0.3952387,0.001574803,-1.344119,-0.1498677
-0.1580955,-0.003149606,-1.897761,-0.4420522,-1.265071,-0.4022822,-0.3952387,-0.003149606,-1.423167,-0.1538047
-0.2371432,0,-2.055856,-0.4894193,-1.423167,-0.4259658,-0.4742864,-0.001574803,-1.66031,-0.1538047
-0.316191,-0.00473056,-1.976809,-0.5210384,-1.66031,-0.4575234,-0.5533342,0,-1.818713,-0.1616941
-0.316191,-0.007886319,-2.055856,-0.5684055,-1.739665,-0.4653974,-0.6323819,-0.007886319,-1.897761,-0.1616941
-0.3952387,-0.007886319,-2.213952,-0.5999631,-1.897761,-0.489081,-0.7904774,-0.007886319,-1.976809,-0.1656465
-0.5533342,-0.003149606,-2.213952,-0.6315207,-2.055856,-0.4969549,-0.7904774,-0.01419783,-1.897761,-0.1656465
-0.7114297,-0.009461121,-2.293,-0.6788878,-2.213952,-0.5127338,-0.7904774,-0.01104208,-2.134904,-0.1695835
-0.7904774,-0.006305364,-2.372047,-0.7105069,-2.293,-0.5206078,-0.9488804,-0.01892839,-2.213952,-0.1695835
-0.8698327,-0.01104208,-2.53045,-0.7420645,-2.451095,-0.5285125,-1.027928,-0.01419783,-2.293,-0.1735359
-0.7904774,-0.01104208,-2.53045,-0.7894316,-2.609498,-0.5363865,-1.186024,-0.02208415,-2.451095,-0.1774729
-1.027928,-0.01419783,-2.609498,-0.8209891,-2.688546,-0.5442913,-1.186024,-0.01892839,-2.609498,-0.1774729
-1.027928,-0.01419783,-2.688546,-0.8526082,-2.767594,-0.5442913,-1.186024,-0.0205032,-2.609498,-0.1774729
-1.186024,-0.01419783,-2.767594,-0.8841658,-2.925689,-0.5521654,-1.265071,-0.02208415,-2.688546,-0.1774729
-1.186024,-0.0205032,-2.846641,-0.9157234,-3.004737,-0.5600702,-1.423167,-0.01892839,-2.609498,-0.1814253
-1.265071,-0.02208415,-2.846641,-0.9630906,-3.162832,-0.5679441,-1.502215,-0.0205032,-2.767594,-0.1853623
-1.344119,-0.01892839,-2.925689,-0.9947097,-3.162832,-0.5679441,-1.66031,-0.03155143,-2.846641,-0.1814253
-1.502215,-0.02365896,-2.925689,-1.026267,-3.320928,-0.5679441,-1.581262,-0.02839567,-3.004737,-0.1853623
-1.66031,-0.02365896,-3.083785,-1.057886,-3.400283,-0.5758489,-1.66031,-0.03155143,-3.083785,-0.1893147
-1.739665,-0.02523991,-3.083785,-1.089444,-3.479331,-0.5758489,-1.66031,-0.02997047,-3.162832,-0.1932517
-1.66031,-0.02365896,-3.24188,-1.121001,-3.400283,-0.5837229,-1.897761,-0.02681471,-3.162832,-0.1972041
-1.739665,-0.02997047,-3.24188,-1.152621,-3.637426,-0.5758489,-2.055856,-0.03470718,-3.083785,-0.1932517
-1.739665,-0.02839567,-3.320928,-1.184178,-3.716474,-0.5837229,-2.134904,-0.02839567,-3.162832,-0.1972041
-1.976809,-0.03155143,-3.479331,-1.215736,-3.795521,-0.5916277,-2.213952,-0.03470718,-3.320928,-0.1932517
-2.134904,-0.03470718,-3.400283,-1.247355,-3.874569,-0.5916277,-2.134904,-0.02997047,-3.400283,-0.1972041
-2.213952,-0.03470718,-3.558378,-1.278912,-3.953617,-0.5916277,-2.213952,-0.03943775,-3.558378,-0.2011411
-2.213952,-0.03312623,-3.637426,-1.294722,-3.953617,-0.5916277,-2.372047,-0.03470718,-3.558378,-0.2011411
-2.213952,-0.04101255,-3.716474,-1.32628,-4.111712,-0.5916277,-2.451095,-0.03943775,-3.716474,-0.2011411
-2.213952,-0.03470718,-3.795521,-1.357837,-4.111712,-0.5995017,-2.609498,-0.03943775,-3.637426,-0.2011411
-2.451095,-0.03786294,-3.874569,-1.373647,-4.19076,-0.5995017,-2.609498,-0.04101255,-3.716474,-0.2050781
-2.609498,-0.03943775,-3.953617,-1.389456,-4.270115,-0.6074065,-2.767594,-0.04732407,-3.795521,-0.2050781
-2.609498,-0.04574926,-4.032665,-1.421014,-4.349164,-0.6074065,-2.688546,-0.0441683,-3.874569,-0.2090305
-2.767594,-0.04101255,-4.032665,-1.436823,-4.349164,-0.6074065,-2.688546,-0.0425935,-3.953617,-0.2050781
-2.767594,-0.04732407,-4.111712,-1.452571,-4.428211,-0.6074065,-2.925689,-0.04574926,-4.111712,-0.2090305
-2.767594,-0.04574926,-4.270115,-1.468381,-4.428211,-0.6074065,-2.925689,-0.05521653,-4.19076,-0.2050781
-2.925689,-0.04732407,-4.349164,-1.48419,-4.507259,-0.6152805,-3.083785,-0.04574926,-4.19076,-0.2090305
-2.925689,-0.0425935,-4.428211,-1.48419,-4.507259,-0.6152805,-3.162832,-0.05047982,-4.270115,-0.2090305
-3.083785,-0.04890501,-4.507259,-1.48419,-4.665354,-0.6074065,-3.24188,-0.05363557,-4.270115,-0.2129675
-3.24188,-0.05047982,-4.586307,-1.499938,-4.586307,-0.6152805,-3.24188,-0.05521653,-4.349164,-0.2129675
-3.320928,-0.05363557,-4.665354,-1.515748,-4.82345,-0.6152805,-3.320928,-0.04890501,-4.349164,-0.2169199
-3.24188,-0.05521653,-4.744402,-1.515748,-4.665354,-0.6152805,-3.320928,-0.05206078,-4.428211,-0.2169199
-3.24188,-0.05363557,-4.902497,-1.515748,-4.744402,-0.6231853,-3.320928,-0.06310285,-4.586307,-0.2169199
-3.24188,-0.05521653,-4.82345,-1.531558,-4.902497,-0.6152805,-3.400283,-0.05521653,-4.586307,-0.2169199
-3.400283,-0.05679134,-4.981545,-1.531558,-4.902497,-0.6231853,-3.400283,-0.05521653,-4.665354,-0.2208569
-3.558378,-0.05837229,-4.981545,-1.531558,-4.981545,-0.6231853,-3.558378,-0.05679134,-4.744402,-0.2208569
-3.558378,-0.05521653,-5.060901,-1.547306,-4.981545,-0.6231853,-3.637426,-0.05363557,-4.744402,-0.2208569
-3.637426,-0.06310285,-5.139948,-1.547306,-4.981545,-0.6231853,-3.795521,-0.06625861,-4.744402,-0.2208569
-3.716474,-0.0615219,-5.139948,-1.547306,-5.060901,-0.6231853,-3.716474,-0.06310285,-4.744402,-0.2248093
-3.716474,-0.06310285,-5.139948,-1.547306,-4.981545,-0.6231853,-3.874569,-0.06941437,-4.902497,-0.2248093
-3.716474,-0.06310285,-5.139948,-1.563115,-5.139948,-0.6310593,-3.874569,-0.06467765,-4.902497,-0.2208569
-3.716474,-0.06625861,-5.218996,-1.547306,-5.139948,-0.6231853,-3.874569,-0.0615219,-4.981545,-0.2248093
-3.874569,-0.06783341,-5.218996,-1.563115,-5.218996,-0.6310593,-4.032665,-0.06941437,-5.139948,-0.2248093
-4.032665,-0.06941437,-5.298043,-1.563115,-5.218996,-0.6231853,-4.032665,-0.06941437,-5.060901,-0.2287463
-4.19076,-0.07098917,-5.298043,-1.563115,-5.218996,-0.6231853,-4.19076,-0.07414493,-4.981545,-0.2287463
-4.19076,-0.06941437,-5.298043,-1.563115,-5.298043,-0.6231853,-4.270115,-0.07888164,-5.139948,-0.2248093
-4.349164,-0.07098917,-5.377092,-1.563115,-5.218996,-0.6310593,-4.349164,-0.06467765,-5.060901,-0.2287463
-4.349164,-0.07098917,-5.298043,-1.563115,-5.298043,-0.6310593,-4.349164,-0.06941437,-5.139948,-0.2287463
-4.428211,-0.07257013,-5.298043,-1.563115,-5.377092,-0.6310593,-4.428211,-0.07414493,-5.298043,-0.2326987
-4.428211,-0.07730068,-5.377092,-1.563115,-5.218996,-0.6310593,-4.428211,-0.07572588,-5.218996,-0.2326987
-4.428211,-0.07098917,-5.377092,-1.563115,-5.377092,-0.6310593,-4.428211,-0.07098917,-5.218996,-0.2326987
-4.507259,-0.07572588,-5.298043,-1.563115,-5.377092,-0.6310593,-4.428211,-0.07572588,-5.298043,-0.2248093
-4.586307,-0.07730068,-5.377092,-1.563115,-5.377092,-0.6231853,-4.586307,-0.08045644,-5.298043,-0.2326987
-4.665354,-0.08045644,-5.45614,-1.563115,-5.377092,-0.6310593,-4.744402,-0.07730068,-5.377092,-0.2248093
-4.744402,-0.07888164,-5.377092,-1.563115,-5.377092,-0.6231853,-4.744402,-0.07730068,-5.377092,-0.2326987
-4.82345,-0.08203125,-5.377092,-1.563115,-5.298043,-0.6310593,-4.744402,-0.0836122,-5.298043,-0.2326987
-4.82345,-0.0836122,-5.377092,-1.563115,-5.377092,-0.6310593,-4.665354,-0.07730068,-5.298043,-0.2326987
-4.82345,-0.08045644,-5.377092,-1.563115,-5.377092,-0.6310593,-4.82345,-0.08203125,-5.45614,-0.2287463
-4.82345,-0.08203125,-5.45614,-1.578925,-5.377092,-0.6310593,-4.744402,-0.085187,-5.45614,-0.2326987
-4.82345,-0.07888164,-5.45614,-1.563115,-5.298043,-0.6310593,-4.902497,-0.07888164,-5.45614,-0.2326987
-4.902497,-0.08203125,-5.45614,-1.563115,-5.377092,-0.6310593,-4.981545,-0.07888164,-5.377092,-0.2326987
-5.060901,-0.08676796,-5.45614,-1.563115,-5.377092,-0.6310593,-5.060901,-0.08992372,-5.377092,-0.2287463
-5.139948,-0.085187,-5.535187,-1.563115,-5.377092,-0.6310593,-4.981545,-0.08045644,-5.535187,-0.2326987
-5.218996,-0.08834276,-5.377092,-1.563115,-5.45614,-0.6310593,-4.981545,-0.07730068,-5.614235,-0.2326987
-5.298043,-0.08834276,-5.45614,-1.563115,-5.377092,-0.6310593,-4.981545,-0.08676796,-5.535187,-0.2287463
-5.139948,-0.08992372,-5.45614,-1.563115,-5.377092,-0.6310593,-4.981545,-0.08203125,-5.45614,-0.2326987
-5.139948,-0.08992372,-5.45614,-1.563115,-5.45614,-0.6310593,-5.218996,-0.08203125,-5.45614,-0.2366357
